"RESPID","GENDER","AGE","WORKING","REGION","MUSIC","LIST_OWN","LIST_BACK","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19"
50832,0,28,9,1,3,1,1,45,42,36,2,10,85,63,9,87,43,44,73,43,45,49,6,73,45,47
37552,0,44,8,0,3,,,50,52,50,50,50,49,33,13,50,48,49,53,52,51,35,34,50,50,49
25958,0,39,9,0,1,,,51,47,49,47,39,48,45,45,48,45,49,38,29,35,52,54,51,52,40
43219,1,34,5,2,4,1,4,71,72,72,8,9,100,51,51,100,100,100,100,100,100,100,41,42,42,52
25646,1,15,3,0,4,4,1,29,56,79,42,29,50,75,31,7,47,82,72,72,74,67,76,52,54,62
2058,1,14,3,1,3,2,2,94,38,73,69,75,37,32,39,38,39,86,100,78,92,78,68,88,71,72
5917,1,22,,2,3,0,3,35,70,31,31,32,33,32,31,32,79,68,68,69,71,31,34,77,,
13720,1,65,,0,3,0,1,39,38,63,51,50,31,31,11,69,52,52,35,34,52,50,12,51,,
39583,1,27,9,2,3,3,16.5,46,100,49,8,8,8,48,8,9,48,71,49,49,49,10,10,49,10,10
30965,1,14,3,0,1,1,0.5,42,99,38,11,11,42,3,8,32,49,54,61,87,73,46,,71,43,50
46651,0,22,,0,3,1,1,61,69,69,49,50,56,65,53,1,35,83,88,66,50,32,30,78,,
5720,1,72,,0,1,2,7,17,50,12,12,38,52,11,11,80,74,70,51,30,29,9,9,31,,
36576,1,18,1,2,4,2,0,92,96,95,9,8,8,55,75,10,94,13,13,71,94,56,12,57,94,94
7364,0,47,,1,4,4,5,69,68,67,41,56,31,31,29,52,71,70,84,64,79,41,35,65,,
7061,0,45,,1,4,,,64,37,64,9,9,26,5,4,32,94,68,69,68,69,59,7,90,,
20156,1,42,9,0,3,0.5,0,49,49,29,31,31,52,93,93,70,49,71,50,8,53,53,7,54,8,33
30882,1,26,9,2,1,3,0.5,100,62,100,70,90,31,1,1,79,33,2,1,100,100,60,,69,18,31
8408,1,51,,0,3,1,3,78,76,66,29,23,29,1,1,30,52,69,80,64,73,45,43,69,,
17803,1,54,9,1,3,3,1,47,48,46,46,46,45,46,46,47,46,45,45,45,46,28,47,49,47,48
742,1,16,,0,1,,,54,48,51,50,53,51,48,45,45,45,46,45,47,44,49,55,54,,
13113,0,15,3,1,1,1,2,51,48,48,49,51,48,46,50,48,47,66,65,48,50,29,52,49,48,47
7338,0,48,,1,4,,8,70,70,70,63,49,5,50,10,30,51,78,77,36,69,50,50,70,,
12832,1,21,3,1,1,5,3,50,71,50,28,28,27,27,26,51,52,71,69,70,93,52,71,91,50,50
36883,0,13,3,0,0,,,10,10,10,11,12,10,10,10,8,10,10,11,12,11,8,8,7,10,10
29332,0,54,8,2,1,2,5,28,28,31,30,44,31,51,29,51,33,54,54,56,50,27,,54,50,28
47948,0,19,3,1,4,3,4,95,94,92,27,8,53,31,8,30,71,67,28,69,68,93,80,88,63,69
38934,1,41,1,1,3,,2,21,50,49,49,37,52,7,7,53,61,64,51,19,53,23,14,24,36,17
37021,1,37,9,0,2,0.5,8,32,50,51,35,65,9,11,33,37,69,74,75,53,69,51,33,71,50,51
22641,1,50,9,1,4,4,2,96,94,94,31,31,92,5,5,55,94,91,92,75,73,93,,90,75,96
32694,0,38,,,1,,1,5,7,24,43,42,43,5,5,71,43,43,29,8,31,5,5,47,,
19932,1,50,1,1,1,0.5,5,65,52,47,69,25,50,6,6,80,26,53,53,17,14,17,42,65,26,28
42992,1,52,10,0,3,3,4,71,73,31,32,34,33,33,33,33,73,70,71,32,53,31,28,30,28,32
12789,0,32,10,1,3,0.5,4,28,29,28,50,23,23,27,10,48,48,68,49,50,51,11,27,29,28,30
18706,0,60,9,0,3,1,3,31,50,35,35,38,36,37,35,69,71,66,68,51,32,30,32,67,35,33
33137,0,22,,,3,4,4,97,59,62,55,88,100,73,82,84,75,97,73,75,50,72,83,58,,
11924,0,31,8,0,3,1,1,28,65,45,25,26,25,47,47,48,26,46,74,30,30,46,29,63,46,45
46923,1,40,,2,3,1,2,65,72,68,36,23,39,29,48,40,62,64,59,43,59,45,59,51,,
7330,0,53,,2,1,,,49,55,46,32,33,87,42,15,70,13,46,48,8,29,7,4,67,,
8546,0,52,,2,3,1,3,72,69,36,35,32,12,11,8,74,54,51,30,31,53,11,26,76,,
9883,1,58,,0,4,,6,76,54,72,75,98,39,52,30,95,100,79,82,38,58,83,14,73,,
16256,0,38,,0,4,,,9,8,10,79,52,49,4,10,75,8,54,53,9,12,6,6,30,,
6587,1,64,,1,1,0,1,2,2,2,2,1,98,1,1,100,1,1,1,1,1,1,1,2,,
48662,0,52,8,1,4,2,1,57,53,52,53,54,54,57,60,62,62,59,52,55,53,54,53,52,53,54
12110,0,31,4,1,4,2,0.5,70,71,63,44,2,25,25,25,5,73,65,66,67,77,81,30,65,65,53
18292,1,55,9,0,4,4,8,75,76,89,30,9,8,53,55,10,55,57,70,70,53,71,73,88,55,74
40353,1,40,9,2,3,3,0,72,75,72,63,68,68,70,49,92,94,91,92,92,91,93,90,70,68,48
31664,0,41,9,1,3,1,3,12,52,52,53,32,32,32,33,32,32,70,48,51,31,29,,47,30,48
40668,0,29,9,1,4,10,9,61,64,52,24,9,32,70,52,71,52,83,74,60,66,45,72,72,56,62
46070,1,58,,2,4,1,0,63,74,74,14,10,4,4,3,57,87,83,83,70,71,3,3,70,,
12954,1,13,3,0,3,3,2,70,69,71,30,31,9,65,50,30,67,67,68,70,69,69,69,68,68,69
15378,0,29,,0,1,,,10,51,11,11,11,44,9,7,51,4,50,49,33,33,12,10,51,,
19665,0,,9,2,4,5,4,90,92,89,68,66,35,74,92,23,93,90,87,90,90,70,91,94,89,10
44685,1,41,9,1,4,2,0.5,87,54,87,51,31,32,8,6,33,92,75,74,88,88,70,87,70,88,88
34780,0,52,9,0,1,0.5,0.5,53,53,52,30,74,11,53,30,30,55,30,30,51,31,30,72,71,55,54
12995,0,14,3,2,3,1,2,47,31,58,74,75,31,23,10,66,38,89,67,46,48,36,59,56,33,32
20479,0,18,3,0,3,0.5,1,39,31,46,46,61,82,64,53,44,54,49,67,55,62,38,17,54,42,49
35114,0,24,8,2,4,2,1,82,78,85,43,34,51,15,15,26,59,52,58,78,74,73,50,52,64,77
4059,1,15,5,0,4,3,,73,51,53,33,34,56,96,81,28,66,37,50,96,97,72,45,58,48,72
11245,0,14,3,2,4,3,0.5,32,50,74,29,29,48,8,9,8,49,92,73,94,68,48,49,71,71,48
32832,0,28,,,1,1,3,32,72,54,31,32,52,7,8,71,29,73,51,51,33,32,32,72,,
14462,0,46,,0,1,0,10,43,54,30,50,68,31,7,7,34,54,55,55,30,9,10,10,12,,
6740,0,47,,1,1,1,,10,10,16,12,13,93,94,76,10,63,68,50,35,37,6,9,78,,
7811,0,18,,0,4,1,,47,2,90,77,51,1,1,1,62,48,56,35,1,1,17,62,85,,
8192,0,27,,2,3,1,0,70,71,69,24,23,49,21,20,49,52,69,68,68,67,48,23,47,,
23084,0,15,3,3,4,4,1,75,71,100,26,25,55,55,55,22,77,94,70,100,98,53,,99,96,91
38007,1,26,9,1,4,3,4,49,50,51,50,53,53,53,54,50,50,52,52,54,51,53,52,50,56,49
24396,1,14,9,2,4,4,3,80,76,35,48,43,36,60,37,18,50,81,84,90,74,52,,64,70,60
35636,0,36,9,2,3,3,1,51,53,51,52,31,30,5,30,48,61,61,51,49,60,35,33,50,34,36
16107,1,62,,1,2,,,25,9,9,10,10,10,8,9,90,28,48,10,11,10,7,6,49,,
40146,0,20,8,1,3,3,3,61,30,77,46,56,32,69,72,57,56,55,98,99,88,38,50,90,72,36
19186,1,34,9,1,3,0.5,4,49,72,69,51,59,42,40,48,45,38,39,37,67,44,43,38,55,47,39
31519,0,41,9,2,1,0.5,0,24,35,48,54,42,33,50,55,41,19,52,57,29,41,18,,59,15,15
42362,0,39,10,0,4,10,0,13,96,30,12,6,96,11,32,31,97,95,75,68,32,42,6,14,15,10
22426,0,42,8,0,4,0.5,1,12,70,15,16,17,13,13,12,13,57,14,14,13,13,13,,70,32,32
48751,1,52,11,1,4,10,10,90,91,90,6,7,9,8,8,8,94,66,66,66,93,69,68,68,67,45
30792,1,33,9,2,3,3,1,44,50,48,17,16,48,49,84,79,55,55,67,62,76,52,,61,40,39
43326,1,13,3,3,0,0.5,1,6,8,9,10,8,59,11,3,78,2,2,7,4,3,3,2,2,4,3
36762,0,61,8,2,3,1,2,75,51,43,31,17,18,5,6,85,73,51,10,15,14,49,18,71,18,12
20466,1,58,8,2,1,3,7,4,4,29,27,67,48,51,30,98,53,77,54,25,51,30,30,31,5,5
47835,0,52,4,2,3,,,49,49,48,49,50,49,31,31,32,67,68,51,51,52,54,51,51,29,49
14836,1,58,,2,1,1,2,51,35,33,54,67,67,54,31,89,67,68,57,32,73,14,29,56,,
5503,1,44,8,0,4,7,,56,61,68,7,54,32,51,33,62,79,77,76,72,72,71,51,96,57,49
26257,0,33,5,2,3,,1,57,81,51,53,55,53,77,76,58,57,94,95,50,51,51,53,91,53,55
5577,1,31,9,0,4,1,1,70,70,69,69,69,70,69,71,71,70,71,72,72,71,69,69,70,70,70
49999,0,42,9,2,3,3,4,51,69,70,52,34,35,54,54,30,51,52,53,55,34,9,53,83,57,51
45627,1,14,,1,3,2,2,35,46,32,49,33,80,12,12,12,29,78,52,31,56,32,8,32,,
40535,0,57,11,1,3,1,1,34,78,78,35,70,32,32,32,76,53,34,35,57,78,52,33,33,33,33
49094,1,25,3,1,1,0.5,5,65,25,40,90,68,60,20,4,96,21,36,2,35,50,2,2,1,60,73
33690,0,22,3,1,4,2,2,88,79,62,48,12,57,33,35,1,69,33,32,33,71,72,30,60,56,61
27283,0,63,10,0,1,0,3,7,34,6,18,6,72,13,13,89,15,53,54,9,55,7,2,26,3,7
44391,1,29,9,0,1,0.5,0.5,5,52,16,12,7,49,34,64,72,50,47,14,66,62,8,8,30,10,8
9102,1,57,,0,0,0,1,11,9,9,7,8,48,6,8,96,12,8,8,8,8,8,3,5,,
42077,0,35,9,2,1,1,1,10,9,11,73,48,49,12,11,31,12,31,32,14,13,12,9,33,10,11
46682,0,61,,2,1,,1,17,12,21,76,48,37,5,9,79,10,8,19,12,45,8,11,49,,
47766,1,54,9,0,3,3,2,30,47,74,48,22,47,31,30,50,66,51,17,15,50,14,12,35,47,9
7236,1,36,,2,4,2,2,84,95,76,52,52,71,52,51,11,78,59,71,73,91,96,49,60,,
17691,1,27,3,0,4,4,4,50,61,55,29,29,52,49,53,50,59,55,56,61,50,57,70,61,63,59
7439,0,68,,0,1,1,2,10,26,10,10,10,51,10,12,90,51,10,10,10,29,9,10,10,,
38273,1,37,9,1,1,1,0.5,50,28,39,67,60,51,78,9,66,52,32,28,29,73,17,5,16,49,16
30520,1,24,9,1,4,1,0,76,92,76,3,4,25,8,7,7,30,30,30,29,50,73,,49,50,51
28310,1,57,5,2,4,3,1,92,72,72,12,30,30,11,71,48,91,31,92,30,71,91,,31,47,71
46709,1,38,,2,3,4,2,74,56,68,53,46,22,25,10,59,94,50,58,63,71,69,81,74,,
19109,1,38,9,1,1,0.5,0.5,8,50,7,9,8,3,6,7,76,97,67,73,16,51,5,6,50,32,8
18235,0,38,7,0,1,0.5,0.5,2,46,2,3,1,50,45,1,64,2,100,63,2,2,2,3,48,2,2
11203,1,14,3,2,4,2,0,57,58,59,51,49,51,61,48,49,64,81,84,56,72,51,51,52,52,57
8464,1,42,,2,2,0,0,9,56,12,11,12,61,11,12,11,13,14,13,13,13,14,13,10,,
24015,1,45,9,0,1,3,8,47,46,29,27,28,27,26,45,29,27,70,70,69,69,9,,70,50,50
33882,0,26,9,1,3,0.5,2,31,31,36,48,66,54,52,39,57,31,80,82,60,68,20,51,64,35,32
12016,1,58,9,0,1,1,5,7,6,7,8,8,72,11,11,70,29,28,27,25,25,26,26,9,8,7
50553,0,53,9,1,3,2,5,5,26,8,8,49,4,5,5,49,48,50,30,6,48,51,27,27,26,4
49223,0,69,11,2,3,1,2,32,48,51,70,69,26,22,19,30,50,80,71,45,56,31,27,88,38,31
525,0,59,,1,4,3,,98,71,93,54,13,35,13,14,72,53,52,73,31,31,54,11,74,,
13772,1,66,,0,3,2,4,50,68,34,35,35,54,12,14,74,49,49,49,32,49,32,12,12,,
14024,1,18,,0,4,3,0,71,64,64,14,5,5,6,6,14,92,83,67,98,89,14,76,86,,
44272,0,42,4,1,0,0,0,49,49,51,45,45,50,44,50,50,50,49,49,49,50,52,51,50,49,49
21484,1,57,9,0,3,0.5,2,32,48,48,48,34,33,32,32,67,68,70,51,70,70,27,,69,48,49
3186,0,37,10,2,4,1,4,91,98,100,4,2,29,3,2,2,84,74,98,29,49,100,27,100,100,64
41213,1,59,10,0,2,0,0,0,1,0,0,100,0,0,0,100,100,0,0,0,38,0,0,0,1,0
12543,1,39,9,1,3,0.5,7,68,68,69,51,30,3,33,33,32,52,53,48,50,67,52,54,69,53,52
1509,0,49,,1,3,1,3,71,70,69,38,35,51,35,29,30,72,73,74,74,74,73,58,71,,
1875,0,65,10,1,1,2,4,47,46,46,46,46,47,47,25,46,47,70,70,49,49,8,8,49,49,6
22501,1,55,10,2,0,0,0,4,50,4,5,3,2,5,4,100,6,50,50,7,9,8,,10,12,7
1952,1,13,3,1,1,0.5,0.5,38,48,46,32,30,29,49,28,31,31,56,31,32,46,29,28,30,31,30
8185,1,47,,0,1,0,0,6,54,9,54,52,44,5,4,49,51,63,49,6,7,6,6,49,,
20018,0,57,8,2,3,2,3,9,30,65,32,51,28,5,6,7,54,53,26,50,66,29,51,29,31,9
23708,1,43,10,2,2,0.5,1,12,14,16,13,13,62,50,52,52,53,53,52,52,52,31,,22,20,18
29939,1,18,3,0,4,12,0.5,90,83,82,35,6,33,91,39,5,92,31,7,92,93,86,,6,72,92
33829,0,55,9,0,1,0,0.5,27,49,3,1,49,33,2,3,96,3,52,3,4,2,6,7,66,7,5
32300,0,20,,,2,0,2,75,69,77,63,30,51,66,40,13,51,70,71,34,49,71,75,75,,
45807,1,13,,0,1,0,0,8,9,4,3,2,65,4,13,51,5,71,29,7,6,8,4,27,,
44378,1,54,9,0,2,2,1,54,75,51,35,12,72,7,7,72,73,55,67,10,10,31,51,72,31,52
22728,0,44,9,2,1,1,6,12,78,53,50,10,31,9,9,54,32,72,73,8,10,10,,74,10,11
25772,1,65,11,0,2,0,1,10,11,9,7,8,8,7,7,90,67,68,68,6,7,7,5,7,7,10
39710,0,33,8,1,1,0.5,2,52,68,51,44,34,71,71,33,61,50,55,59,49,52,53,15,57,35,36
45795,0,15,,0,4,3,1,73,61,71,36,59,53,31,29,32,65,50,50,48,67,64,62,69,,
659,0,17,,1,4,3,1,99,88,75,49,19,11,13,42,0,100,77,49,90,96,70,70,89,,
19001,1,48,9,2,3,1,3,68,67,90,30,14,8,6,25,70,71,71,72,8,10,45,35,59,53,51
7865,1,46,,0,4,2,1,85,75,78,65,65,26,3,49,69,52,9,6,8,33,27,9,83,,
6495,1,63,,0,2,,,11,50,10,9,8,28,8,9,72,52,52,32,7,32,5,5,51,,
22716,1,41,9,0,3,5,2,12,8,65,26,11,46,26,9,45,71,88,87,50,71,30,,72,13,15
33519,0,63,11,0,1,3,6,57,52,52,54,68,42,57,57,88,56,57,54,73,54,54,55,54,54,56
17881,0,59,8,0,2,0,0.5,8,11,11,8,11,70,9,9,93,16,37,48,9,11,11,9,9,9,8
1081,0,44,,0,3,,,57,40,71,15,29,11,48,31,60,76,78,76,53,34,33,14,54,,
34470,1,56,8,2,1,0.5,1,30,70,50,72,51,29,53,30,53,72,70,50,50,72,27,51,51,30,31
9838,1,48,,0,3,2,2,56,70,70,9,14,85,10,13,16,78,70,70,90,62,35,82,41,,
45448,1,30,9,1,3,10,5,71,70,67,54,12,1,49,60,1,52,71,10,71,72,51,72,29,73,42
39367,0,46,9,0,3,12,12,7,66,44,5,32,32,53,33,23,25,13,11,72,66,49,30,11,13,6
31448,1,24,8,1,4,3,3,94,93,95,8,3,33,88,10,13,89,90,87,87,89,86,,87,87,91
25899,0,15,3,0,3,5,2,50,35,79,28,52,39,60,27,49,43,75,58,50,50,50,50,88,61,69
10694,1,36,,2,4,5,10,72,70,72,41,37,32,50,52,9,74,71,73,55,92,77,57,84,,
9649,0,47,,2,2,,,48,50,50,48,50,49,51,51,52,53,51,53,52,52,50,52,50,,
747,0,37,,2,4,3,6,92,93,94,6,7,1,1,2,20,100,45,51,43,61,73,50,33,,
5009,1,43,10,2,1,0.5,2,19,17,16,4,16,84,3,3,100,55,68,57,37,31,19,4,11,10,4
18132,0,53,8,2,4,1,1,45,16,48,51,67,7,6,8,73,50,72,85,64,43,20,43,54,24,13
45522,0,,,2,3,,,31,54,32,56,56,52,10,10,12,92,53,53,8,8,52,52,31,,
47347,1,14,3,0,4,,,72,73,71,91,73,74,12,49,68,55,64,100,70,69,35,48,68,70,71
20316,1,37,9,2,4,1,2,90,91,82,7,7,2,89,75,3,83,100,100,71,100,72,74,87,88,89
18406,0,49,5,3,3,1,5,68,75,50,63,27,54,8,10,11,53,74,77,50,54,30,43,65,33,23
41921,0,55,5,2,4,12,10,72,54,55,54,54,33,33,33,73,90,52,71,54,71,27,72,53,72,53
44888,1,48,10,0,4,3,7,73,71,71,71,68,70,69,52,11,51,62,62,86,89,91,87,71,71,71
468,0,62,,2,3,2,3,33,50,17,18,19,36,6,8,66,65,78,79,55,13,6,9,31,,
20347,0,35,4,2,4,2,0.5,58,77,92,75,87,54,93,76,57,36,86,92,51,53,51,35,75,53,56
35058,1,36,9,2,1,1,1,32,31,31,54,29,10,11,11,68,68,52,52,73,73,26,25,74,30,30
12973,0,22,3,2,3,2,1,47,54,49,61,51,65,54,46,26,58,48,52,50,61,43,61,44,68,47
44245,0,34,9,0,4,,2,44,69,59,36,35,23,74,58,49,84,63,45,50,50,58,36,45,52,51
38778,0,29,4,2,4,3,4,96,71,72,32,34,11,53,33,33,54,78,77,79,79,70,53,93,69,50
45112,0,29,1,0,3,3,4,68,69,68,10,10,8,69,70,69,32,69,9,6,6,7,50,51,53,33
18215,0,52,9,0,3,1,2,69,71,71,36,37,36,76,51,29,51,68,69,38,13,76,45,70,69,70
46196,1,56,,2,2,0,0,13,33,13,14,15,78,47,9,92,11,11,11,11,13,13,13,13,,
410,0,39,,0,3,2,0,62,95,65,1,2,1,2,3,72,69,70,71,4,49,3,6,53,,
16836,0,22,3,0,3,3,0,100,100,69,46,29,4,61,16,19,51,84,50,97,95,31,81,82,26,5
32934,0,32,,,3,2,1,67,74,51,35,47,51,12,12,30,51,70,62,69,88,57,40,87,,
7065,0,25,,1,4,7,,51,53,52,53,48,55,50,52,55,53,51,52,51,49,50,50,52,,
33062,1,43,,,3,,2,68,68,68,52,32,32,52,69,48,68,67,66,68,69,47,34,70,,
32297,1,45,,,4,1,1,68,70,64,65,31,1,1,1,69,82,64,64,65,52,1,3,65,,
36149,0,21,9,0,4,6,0.5,78,77,77,80,19,52,76,90,51,97,78,83,81,95,70,11,72,74,75
13303,0,41,4,0,2,0,0.5,11,66,8,17,20,72,28,25,54,28,71,60,14,9,10,6,75,28,13
8387,1,49,,2,3,,7,73,74,74,56,33,33,33,12,31,73,73,75,52,76,54,76,90,,
20453,1,67,11,2,1,3,10,5,29,30,29,30,6,29,3,21,52,64,43,28,52,9,9,9,6,7
15359,1,21,,0,3,,,81,58,10,9,9,7,52,28,26,4,6,52,52,52,49,52,83,,
18156,1,20,3,1,1,4,2,10,100,11,11,12,55,12,4,68,65,52,8,68,36,8,7,51,9,10
3263,0,39,8,2,4,2,0,9,49,68,29,9,9,31,9,48,70,49,10,49,70,69,51,31,8,28
6528,0,31,,0,4,1,3,50,71,70,32,32,32,47,33,34,47,70,70,31,49,30,31,31,,
44141,0,35,4,0,1,0.5,0.5,52,51,32,31,33,87,12,11,52,33,70,70,69,69,12,34,69,55,34
24291,0,20,8,1,4,3,0.5,67,100,78,34,18,62,32,32,0,100,63,52,73,96,69,,77,66,87
49382,0,20,3,2,4,3,1,68,51,94,52,9,9,69,70,7,51,69,51,51,69,68,49,68,50,50
47662,1,16,3,0,4,16.5,1,69,60,70,27,29,39,61,12,10,71,58,50,70,81,59,71,63,71,84
50540,0,21,8,2,4,,,31,30,51,50,49,32,6,7,49,68,70,49,46,68,48,48,69,48,49
31917,1,53,9,0,1,1,1,6,9,6,6,5,54,6,6,100,51,72,75,2,51,3,,3,5,3
9617,0,23,,2,3,1,2,50,62,43,25,54,30,51,9,9,52,60,43,66,47,68,71,71,,
20576,1,15,3,0,1,1,2,52,54,51,48,49,49,49,47,46,53,54,53,55,54,48,52,49,44,59
630,1,30,,2,3,1,2,49,47,52,49,36,32,52,39,38,41,56,69,33,53,52,33,76,,
4034,1,20,3,0,1,0.5,0.5,66,70,59,50,13,51,51,34,34,13,61,71,71,51,12,14,70,29,49
4648,1,36,5,1,4,4,0.5,62,48,54,21,22,69,20,21,22,38,50,51,29,40,61,41,39,34,54
42944,0,19,3,2,3,8,8,80,82,88,78,11,92,72,100,9,54,77,78,78,100,46,76,71,57,78
39665,1,38,9,2,4,3,1,93,84,86,50,33,10,49,48,10,90,64,89,94,95,73,74,55,93,80
13258,1,52,9,2,1,1,0,9,67,26,9,12,31,51,32,75,53,52,54,53,54,55,55,32,31,9
18825,1,39,9,0,3,2,0.5,72,33,52,68,49,30,51,12,53,71,72,72,14,29,30,30,49,32,12
14723,1,54,,0,4,3,1,77,79,78,33,56,10,11,52,71,97,52,51,34,80,80,61,74,,
25554,1,65,9,2,4,16.5,2,65,51,50,51,51,95,13,34,15,71,71,53,50,68,37,37,70,52,35
1318,1,54,,1,1,,,29,52,51,7,8,92,11,10,28,32,70,70,33,70,12,9,93,,
43260,0,31,8,1,4,15,6,7,75,12,11,10,31,51,9,9,32,89,87,71,76,9,47,70,70,31
12362,0,30,9,2,1,0.5,1,59,29,23,68,51,35,31,31,4,24,67,70,20,29,32,32,29,25,46
704,0,18,,1,3,,,54,50,51,52,51,53,53,58,86,73,84,85,69,74,78,15,57,,
17560,0,24,9,1,3,1,2,67,67,67,10,10,51,7,23,21,33,59,33,9,18,47,9,48,49,66
38168,1,31,9,2,4,2,1,88,92,93,7,12,4,88,88,91,91,67,65,85,95,91,73,88,92,90
21800,0,60,4,2,2,0,1,54,51,56,58,56,57,58,59,93,49,51,52,10,11,10,,11,12,13
28564,0,41,4,0,1,1,2,19,29,76,3,6,2,16,13,12,64,93,97,75,80,27,,21,20,16
50657,0,26,9,2,1,0,0.5,12,12,32,53,8,8,32,32,71,11,92,93,28,35,9,9,52,31,31
40591,1,49,9,2,4,2,0,74,73,73,51,49,92,13,12,71,92,45,51,50,93,70,10,71,30,30
12400,0,23,9,0,4,0.5,0.5,90,89,89,81,31,6,50,31,8,50,19,51,100,92,73,51,51,51,52
13133,0,28,9,2,3,2,8,29,71,49,43,7,10,31,32,54,70,90,77,77,79,32,89,71,8,9
21604,1,24,8,2,3,1,2,69,46,75,48,35,55,53,28,56,48,37,53,37,39,71,,53,29,77
2575,1,48,9,2,3,1,2,82,79,75,84,80,77,59,99,86,86,99,94,75,84,85,81,67,67,81
8896,0,14,,0,4,2,5,69,84,82,36,32,32,28,21,7,73,91,94,76,86,80,48,69,,
44139,1,38,9,1,3,2,1,50,70,70,51,51,51,52,50,33,69,70,90,54,53,52,35,70,50,51
11968,0,38,4,1,2,2,0,53,54,69,6,9,9,50,10,65,31,31,5,50,67,7,6,67,8,6
4128,0,23,9,1,4,14,3,92,16,89,50,4,26,51,46,8,99,36,47,67,28,41,71,100,100,100
20470,1,69,6,0,4,2,3,50,7,49,30,30,52,8,8,49,50,50,28,7,31,31,31,6,7,7
27281,0,40,9,1,3,2,2,9,65,14,32,6,26,9,30,21,72,72,73,68,69,30,33,33,30,11
6493,1,46,,2,3,2,8,22,31,36,40,30,37,3,2,21,67,40,80,70,60,52,34,37,,
45537,1,67,,0,3,1,6,16,53,32,14,51,51,12,11,78,51,51,51,13,34,33,14,16,,
39602,1,25,6,2,1,1,0.5,67,51,57,34,34,12,4,6,49,35,49,33,43,48,6,11,43,17,4
39251,0,27,3,1,3,2,6,76,31,78,70,70,29,3,2,72,50,71,70,52,52,30,31,51,31,32
15325,1,35,,0,3,,1,12,7,71,71,10,50,50,32,70,10,69,49,21,70,4,4,67,,
31470,1,18,3,1,4,3,1,71,76,78,51,23,54,79,24,24,69,86,50,31,55,35,,64,73,88
45039,0,30,9,1,3,1,0.5,53,69,68,48,48,30,49,28,47,48,72,71,69,72,50,51,50,51,52
34533,0,55,4,0,3,0.5,4,68,47,50,71,30,50,6,15,61,70,71,77,51,36,15,14,61,38,52
3194,0,23,3,1,4,3,14,91,90,90,9,7,52,23,18,5,100,89,89,88,88,93,88,89,90,90
8604,0,45,,0,3,,,48,53,50,51,52,37,51,54,56,51,51,48,51,51,69,51,50,,
435,1,64,,2,4,4,2,57,57,56,0,54,11,12,11,52,66,66,67,14,68,45,11,92,,
39054,1,44,9,2,4,0.5,5,69,72,48,32,11,51,30,31,53,73,72,71,48,90,71,52,51,51,49
14190,0,44,,1,4,6,3,87,90,85,15,15,62,78,15,16,88,91,92,91,84,89,51,90,,
17520,0,57,11,2,3,1,3,48,47,47,31,32,30,29,4,19,65,48,47,27,46,29,29,63,47,46
48179,1,17,3,2,4,5,4,81,69,80,3,4,7,63,49,3,76,95,70,99,100,97,81,84,73,71
6613,1,38,,1,3,,8,53,71,32,54,64,35,37,37,30,53,74,76,100,100,28,9,55,,
24367,0,15,8,0,4,5,11,80,86,70,46,13,14,35,35,7,98,97,96,71,96,66,,70,73,71
19751,1,61,11,2,3,1,2,27,28,28,67,65,28,11,11,93,68,68,68,50,29,26,11,51,12,12
11112,1,55,9,1,3,,4,34,29,32,33,60,33,33,29,54,48,53,30,21,24,26,28,30,30,32
32628,1,40,,,1,,1,34,38,64,65,31,56,5,25,67,35,74,56,50,67,31,54,63,,
19867,0,50,8,0,1,0.5,2,44,64,41,28,30,24,9,7,38,28,54,50,64,57,29,43,56,32,15
24558,0,58,8,2,3,4,3,53,52,51,71,50,29,51,27,27,70,53,53,54,55,53,,71,51,52
41191,0,13,3,2,1,0.5,0.5,8,50,9,10,9,11,9,27,51,12,70,71,51,53,13,11,51,31,9
36896,0,24,4,0,4,3,3,82,91,77,92,80,88,80,94,88,89,84,94,69,88,75,94,83,78,94
42472,1,38,9,0,4,2,0.5,90,80,90,30,30,13,51,72,29,71,70,72,91,88,71,71,73,90,89
37639,1,18,3,2,4,16.5,1,91,93,91,57,52,54,12,92,18,85,14,62,62,96,31,9,44,91,96
41609,0,20,3,1,1,3,1,74,66,68,55,41,50,54,10,43,57,68,45,33,65,12,12,96,13,39
19196,0,28,10,2,4,4,5,49,49,69,47,47,48,32,33,29,69,87,87,67,67,67,67,68,68,68
47674,1,14,0,0,0,0,6,47,76,45,48,49,100,6,2,53,51,45,41,54,51,45,46,46,48,46
48008,0,23,8,3,4,9,8,70,61,79,66,65,64,67,75,81,75,67,71,67,71,74,68,76,94,69
42946,0,35,9,2,4,5,4,91,91,91,91,90,92,92,93,93,92,92,92,93,92,93,91,91,90,91
4298,1,14,9,1,4,2,0.5,67,68,84,67,50,31,93,67,53,100,69,60,61,61,62,76,60,67,95
10836,0,29,,2,4,2,0,72,72,70,53,65,12,32,33,33,92,72,72,71,95,93,93,97,,
13400,0,39,9,1,3,0.5,0.5,100,100,100,3,3,29,100,16,3,2,100,100,98,100,12,2,100,2,3
26762,1,64,11,2,1,0.5,1,54,67,53,58,27,13,15,11,49,76,49,71,30,70,11,11,52,58,12
